pearson_r_cam_vs_cold,high_cam_px,iou_vs_coldest,iou_expected_by_chance,cam_peak_row,cam_peak_col,coldest_row,coldest_col,peak_to_coldest_dist_px,storm_id,storm_name,timestamp,wind_kt,is_interpolated,sample_time,lat,lon,dist_to_nearest_land_km,nearest_land
0.6627876529137243,38878,0.8366402116402116,0.6324299703939877,171,168,94,115,93.47726996441436,AL022024,BERYL,2024-07-03 20:00:00+00:00,118.33333333333331,True,2024-07-03 20:00:00+00:00,17.46666666666667,-77.3,70.42345354155384,Jamaica
0.6704089690675614,28200,0.6512472186438693,0.3908415567136046,113,114,96,110,17.46424919657298,AL022024,BERYL,2024-07-03 21:00:00+00:00,117.5,True,2024-07-03 21:00:00+00:00,17.55,-77.55,66.6374910098979,Jamaica
0.2957011942522386,16347,0.1371826086956522,0.1945955597881078,173,173,94,110,101.04454463255304,AL022024,BERYL,2024-07-03 22:00:00+00:00,116.66666666666669,True,2024-07-03 22:00:00+00:00,17.633333333333333,-77.8,74.11323187433734,Jamaica
0.3939788816708244,24641,0.4058078502966682,0.3254612936033073,171,173,93,108,101.53324578678652,AL022024,BERYL,2024-07-03 23:00:00+00:00,115.83333333333331,True,2024-07-03 23:00:00+00:00,17.71666666666667,-78.05,90.07853545970688,Jamaica
0.1486748210585387,22361,0.2914236211377418,0.2867125693990333,171,171,109,200,68.4470598345904,AL022024,BERYL,2024-07-04 00:00:00+00:00,115.0,False,2024-07-04 00:00:00+00:00,17.8,-78.3,110.91747827369944,Jamaica
0.2236247623028241,21745,0.3320469233360899,0.2766293078224585,171,170,99,118,88.81441324469807,AL022024,BERYL,2024-07-04 01:00:00+00:00,113.33333333333331,True,2024-07-04 01:00:00+00:00,17.883333333333333,-78.58333333333333,137.84369028671776,Jamaica
0.1970075870380794,23444,0.3806831566548881,0.3048317470224164,173,175,96,107,102.7277956543408,AL022024,BERYL,2024-07-04 02:00:00+00:00,111.66666666666669,True,2024-07-04 02:00:00+00:00,17.96666666666667,-78.86666666666666,166.30944094092015,Jamaica
0.1200931859522603,27489,0.4043629304179013,0.3772696704774714,176,145,108,97,83.23460818673925,AL022024,BERYL,2024-07-04 03:00:00+00:00,110.0,True,2024-07-04 03:00:00+00:00,18.05,-79.15,195.63723237551116,Jamaica
0.3741313744722145,36858,0.7315199774504968,0.5804957948782561,172,151,104,104,82.66196223173026,AL022024,BERYL,2024-07-04 04:00:00+00:00,108.33333333333331,True,2024-07-04 04:00:00+00:00,18.133333333333333,-79.43333333333334,225.4851457418895,Jamaica
0.2372708451921028,24154,0.3786529680365297,0.3169899472427098,0,145,103,112,108.15729286552988,AL022024,BERYL,2024-07-04 05:00:00+00:00,106.66666666666669,True,2024-07-04 05:00:00+00:00,18.21666666666667,-79.71666666666667,214.29407009674415,Grand Cayman
0.3833226393217957,35888,0.6984784306301616,0.5567138247704144,174,147,107,107,78.03204469959762,AL022024,BERYL,2024-07-04 06:00:00+00:00,105.0,False,2024-07-04 06:00:00+00:00,18.3,-80.0,184.6095224713762,Grand Cayman
0.3342937169435566,27156,0.526089522043328,0.3710038799934422,175,146,107,111,76.47875521999558,AL022024,BERYL,2024-07-04 07:00:00+00:00,103.33333333333331,True,2024-07-04 07:00:00+00:00,18.383333333333333,-80.3,154.23826389471705,Grand Cayman
0.1092635928046721,26680,0.4623585190057278,0.3621457270061896,0,144,110,112,114.56002793295748,AL022024,BERYL,2024-07-04 08:00:00+00:00,101.66666666666669,True,2024-07-04 08:00:00+00:00,18.46666666666667,-80.6,125.18166062308534,Grand Cayman
0.1759253239572137,22346,0.4604751478709846,0.2864651437068943,170,172,97,123,87.92041856133307,AL022024,BERYL,2024-07-04 09:00:00+00:00,100.0,True,2024-07-04 09:00:00+00:00,18.55,-80.89999999999999,98.59410365549277,Grand Cayman
0.1192027635249284,30993,0.5420553772669602,0.4468490030133076,169,168,98,116,88.0056816347672,AL022024,BERYL,2024-07-04 10:00:00+00:00,98.33333333333331,True,2024-07-04 10:00:00+00:00,18.633333333333333,-81.2,77.05563121596856,Grand Cayman
0.0776513911791792,35076,0.6361219301723535,0.5373491022734236,171,167,68,170,103.04368005850722,AL022024,BERYL,2024-07-04 11:00:00+00:00,96.66666666666669,True,2024-07-04 11:00:00+00:00,18.71666666666667,-81.5,65.71016476350721,Grand Cayman
0.7218476252873975,21209,0.5632209323751612,0.2679832707883199,113,116,99,104,18.43908891458577,AL022024,BERYL,2024-07-04 22:00:00+00:00,96.66666666666669,True,2024-07-04 22:00:00+00:00,19.366666666666667,-84.33333333333333,296.4161633779445,Yucatan coast
0.310576630695656,27356,0.4914810675244663,0.3747602608362102,52,174,104,105,86.40023148117139,AL022024,BERYL,2024-07-04 23:00:00+00:00,98.33333333333331,True,2024-07-04 23:00:00+00:00,19.383333333333333,-84.56666666666666,273.6791272401639,Yucatan coast
0.514010445116367,28485,0.5672196088140629,0.3963571597534334,53,173,53,195,22.0,AL022024,BERYL,2024-07-05 00:00:00+00:00,100.0,False,2024-07-05 00:00:00+00:00,19.4,-84.8,251.27055333284312,Yucatan coast
0.3891023745548829,26634,0.5,0.361295748663827,46,170,100,107,82.97590011563598,AL022024,BERYL,2024-07-05 01:00:00+00:00,99.16666666666669,True,2024-07-05 01:00:00+00:00,19.466666666666665,-85.03333333333333,226.3881365859939,Yucatan coast
0.3899894774180752,26816,0.5306809749414921,0.3646649260226284,0,141,101,109,105.94810050208544,AL022024,BERYL,2024-07-05 02:00:00+00:00,98.33333333333331,True,2024-07-05 02:00:00+00:00,19.53333333333333,-85.26666666666667,201.6757104966435,Yucatan coast
0.2411537514197437,31302,0.6137963034568092,0.4533236784938451,0,147,100,109,106.97663296253066,AL022024,BERYL,2024-07-05 03:00:00+00:00,97.5,True,2024-07-05 03:00:00+00:00,19.6,-85.5,177.20030911866357,Yucatan coast
-0.1435132028073591,18055,0.1592667501364409,0.2193883130612294,174,170,96,114,96.02083107326244,AL022024,BERYL,2024-07-05 04:00:00+00:00,96.66666666666669,True,2024-07-05 04:00:00+00:00,19.666666666666668,-85.73333333333333,153.07089541805937,Yucatan coast
